company_name,industry,funding_rounds,total_funding,job_postings_30d,employee_growth_pct,hiring_roles,industry_growth_rate,regional_employment_trend,funding_per_employee,days_since_last_funding,growth_momentum,is_hot_lead,last_funding_year,last_funding_month,last_funding_day,last_funding_day_of_week,last_funding_day_of_year,last_funding_week_of_year,last_funding_is_weekend
"Morrow, Mendoza and Evans",Fintech,3.4189539718119057,2444225.4,5.863606965766811,35.30555071709424,Sales,23.4,-3.1,759.0762111801242,19,14665352.4,0,2025,2,1,5,32,5,True
"Yang, Pearson and Jackson",Retail,2.9149500514487245,2012886.19,5.002264831128967,53.94204477587435,Engineering,25.3,5.2,405.8238286290322,79,12077317.14,0,2024,12,3,1,338,49,False
"Johnson, Simmons and Hill",Tech,1.8902394783385408,921822.16,3.292858106779843,27.08841249372025,Operations,29.3,0.0,293.5739363057325,1301,3687288.64,0,2021,7,30,4,211,30,False
Sutton and Sons,SaaS,6.04285721248386,1646472.19,4.414896095514788,20.4887098484128,Engineering,20.4,9.2,658.588876,773,8232360.949999999,0,2023,1,9,0,9,2,False
"Guerra, Murphy and Perkins",Fintech,5.206047403234638,4354020.45,14.011670663396874,5.040416014779892,Marketing,6.0,5.8,7022.613629032258,883,56602265.85,0,2022,9,21,2,264,38,False
Kane-Thompson,Retail,3.162590849990305,6712389.9,14.654397017798262,33.17550385414589,Marketing,22.2,-2.4,1508.4022247191012,1523,100685848.5,1,2020,12,20,6,355,51,True
"Santiago, Hatfield and Weaver",Tech,1.9414499753084504,2628474.24,9.628550475442555,8.593342540890434,Operations,25.0,1.3,2953.3418426966296,1346,26284742.4,0,2021,6,15,1,166,24,False
"Fisher, Valdez and Dillon",Fintech,4.357086680908101,3465845.8,10.618961779978278,36.99168539001513,Operations,22.0,5.8,817.4164622641509,832,34658458.0,0,2022,11,11,4,315,45,False
Anderson-Black,Tech,4.857705703271235,3403618.6,3.6817397302713712,-6.127516557488897,Operations,29.3,3.4,-5156.997878787879,1076,13614474.4,0,2022,3,12,5,71,10,True
Ross-James,Tech,3.2690413986925577,128448.42,13.176177528386749,-2.3489302247047,Engineering,18.2,14.2,-1070.4034999999997,577,1541381.04,0,2023,7,24,0,205,30,False
Goodman Inc,Retail,1.7982247101607534,235698.29,6.615654093872433,13.629397618171849,Marketing,6.3,5.4,177.21675939849624,1507,1649888.03,0,2021,1,5,1,5,1,False
"Holt, Martin and Hurley",Retail,2.748633781153304,2395912.93,8.54900459265374,41.65454552808081,Engineering,7.2,-0.6,598.9782325,639,21563216.37,0,2023,5,23,1,143,21,False
Guzman-Fernandez,SaaS,2.33182157105575,9635435.0,11.35711957814592,45.16877432576295,Engineering,7.4,0.3,2189.871590909091,542,105989785.0,1,2023,8,28,0,240,35,False
Pugh Group,Tech,4.616695627533358,10230156.55,5.822117816162057,-4.408036349130896,Engineering,26.2,-1.8,-23791.06174418605,1130,61380939.3,0,2022,1,17,0,17,3,False
Moore Ltd,SaaS,4.676714653323164,1080673.32,10.773397835244648,31.591653798851244,Operations,16.3,2.4,314.14922093023256,2,11887406.52,0,2025,2,18,1,49,8,False
Stevens and Sons,Fintech,4.686281588717291,6148664.26,12.16653303883898,7.856238444720264,Sales,8.2,1.1,7985.278259740259,1566,73783971.12,0,2020,11,7,5,312,45,True
Washington-Simon,Tech,4.484892017579668,1057410.03,7.323065630831352,43.76791363106206,Marketing,27.9,1.3,226.9120236051502,1697,7401870.21,0,2020,6,29,0,181,27,False
Jackson-Carpenter,Fintech,3.1280623394002305,4678638.81,7.259351814035633,16.18040638874838,Engineering,9.7,-4.4,2736.0460877192977,1435,32750471.67,0,2021,3,18,3,77,11,False
Lopez-Mcbride,Retail,2.173830914631505,690908.35,11.457555970490322,2.7280724949889903,Marketing,26.0,13.3,1974.023857142857,1573,8290900.199999999,0,2020,10,31,5,305,44,True
Hernandez and Sons,SaaS,0.8999861651660251,485928.22,11.91593518399313,-0.6189857680511642,Engineering,7.0,-3.5,12148.2055,476,4859282.199999999,0,2023,11,2,3,306,44,False
"Johnson, Macdonald and Carroll",Healthcare,2.7730057284336977,14448506.61,12.397961244384517,27.623615906926236,Marketing,13.6,11.4,4163.834757925071,1189,173382079.32,1,2021,11,19,4,323,46,False
West-Riley,Tech,1.9568267580326528,4250876.75,11.978712468744842,23.179300862634065,Sales,7.6,8.1,1580.2515799256505,1131,42508767.5,0,2022,1,16,6,16,2,True
"Weaver, Stephens and Johnson",SaaS,2.0373497509387977,430663.86,12.071364645559427,21.31003698070187,Sales,6.3,2.6,178.69869709543568,1268,5167966.32,0,2021,9,1,2,244,35,False
"Smith, Garrett and Freeman",SaaS,2.0064170794682057,519552.77,20.05727050189481,17.74803762300979,Sales,23.9,-1.9,285.46855494505496,1132,10391055.4,0,2022,1,15,5,15,2,True
"Thomas, Gallagher and Lopez",Retail,4.882653695575634,2384517.57,9.256248175231368,27.96612131729241,Operations,23.5,-4.4,822.2474379310344,1233,21460658.13,0,2021,10,6,2,279,40,False
Duncan Ltd,Tech,2.994554649270924,1166784.53,12.313805764708164,15.242596351288142,Sales,6.9,-3.5,662.9457556818181,1131,14001414.36,0,2022,1,16,6,16,2,True
Arnold-Martin,SaaS,1.0415751727154277,15881064.44,10.876547910983447,-2.4872334704719417,Operations,16.6,-2.6,-88228.13577777777,1452,174691708.84,0,2021,3,1,0,60,9,False
Allen-Dean,Fintech,4.370017805838738,357423.65,16.17288635194788,30.463758959612967,Marketing,10.1,10.6,120.34466329966332,1599,5718778.4,0,2020,10,5,0,279,41,False
"Holland, Pace and Haynes",Retail,4.065357970409464,4246153.0,17.411642520107957,-10.174297173795802,Operations,20.4,1.3,-4770.958426966292,202,76430754.0,0,2024,8,2,4,215,31,False
Burns Ltd,Retail,0.8981950417555085,4809570.97,8.074019009119668,46.49415051459735,Operations,22.5,13.3,1001.9939520833332,1503,38476567.76,0,2021,1,9,5,9,1,True
Hooper Group,Tech,0.9979513351405106,4802172.51,13.482873904469802,32.69596510222898,Engineering,11.1,1.4,1101.4157133027522,891,57626070.12,0,2022,9,13,1,256,37,False
"Rose, Austin and Matthews",Retail,2.4086613183928853,4699328.95,3.904553327430561,44.209839725642304,Operations,7.4,8.1,1075.3613157894738,1357,18797315.8,0,2021,6,4,4,155,22,False
"Hanson, Coffey and Townsend",SaaS,2.681672526800234,4771183.63,8.271220551424742,36.16120949842662,Operations,23.2,4.9,1262.2178915343916,553,42940652.67,0,2023,8,17,3,229,33,False
"Camacho, Tyler and Wells",Healthcare,4.799459949160411,620892.28,6.9853610487024405,38.16680502278408,Operations,6.6,4.0,155.22307,1383,4346245.96,0,2021,5,9,6,129,18,True
Johnson and Sons,Fintech,7.123437709262843,3348996.83,7.70635729769357,47.99569133553376,Marketing,25.3,-1.1,812.8633082524271,599,26791974.64,0,2023,7,2,6,183,26,True
Donovan-Jackson,Healthcare,2.137840243791458,701134.35,9.307956702103343,42.21789331786789,Operations,20.6,3.5,163.4345804195804,1807,7712477.85,0,2020,3,11,2,71,11,False
Brewer LLC,SaaS,1.9903066616725225,417587.44,9.199723679944604,25.26546563423217,Sales,11.1,7.3,159.38451908396948,1482,5011049.28,0,2021,1,30,5,30,4,True
"Castaneda, Marshall and Ellison",Tech,3.7670067619825622,8687842.93,7.340696417599571,50.17849381156682,Sales,13.2,7.1,1798.725244306418,142,69502743.44,0,2024,10,1,1,275,40,False
Romero and Sons,Healthcare,3.4023155098961664,2723171.95,12.244812316321832,1.3160936496977391,Operations,13.1,11.5,11346.549791666668,1395,29954891.450000003,0,2021,4,27,1,117,17,False
Knight-Watkins,Retail,2.953606790151565,2611803.65,5.660315199812221,-7.744048960039204,Sales,6.2,3.2,-3264.7545625,1724,18282625.55,0,2020,6,2,1,154,23,False
Guzman-Griffith,SaaS,3.28225395917408,3008073.38,5.194617955476719,14.082216037010568,Sales,13.1,-4.4,1953.2944025974025,929,15040366.9,0,2022,8,6,5,218,31,True
Carter Inc,Healthcare,0.8914743990023588,373991.97,23.372014848074016,36.786344031806,Marketing,26.9,5.0,103.59888365650968,1,7479839.399999999,0,2025,2,19,2,50,8,False
"Ruiz, Bell and Stevenson",Fintech,3.8965792782631543,4686414.33,14.4130440775592,-5.824608316838183,Sales,26.8,-1.9,-9971.094319148937,944,60923386.29,0,2022,7,22,4,203,29,False
"Martin, Burns and Webb",SaaS,5.988797990698109,2472451.52,10.645715951889883,-7.57202048358083,Operations,15.7,13.1,-3210.976000000001,938,24724515.2,0,2022,7,28,3,209,30,False
Barber LLC,Retail,3.588914187261532,6026834.16,8.79034398413659,26.314445006404807,Operations,22.0,-1.9,1848.7221349693248,1458,48214673.28,0,2021,2,23,1,54,8,False
Taylor PLC,Fintech,0.9176767439606338,277697.4,9.341965556291935,23.94688603619213,Sales,14.4,7.8,104.7914716981132,1732,2776974.0,0,2020,5,25,0,146,22,False
"Santos, Powers and Smith",Healthcare,2.007423125140326,9678518.51,13.682215509677508,11.9594145596681,Sales,12.1,4.0,7388.18206870229,771,154856296.16,0,2023,1,11,2,11,2,False
Stewart-Bradshaw,SaaS,2.086616767256255,969026.76,6.827842214009192,-2.709360645686175,Marketing,11.7,-1.3,-4404.667090909091,253,7752214.08,0,2024,6,12,2,164,24,False
Terry-Rich,Tech,4.644125957197957,7840605.88,4.939228857207115,-4.273724261324736,Engineering,9.3,-1.9,-22401.731085714284,1674,39203029.4,0,2020,7,22,2,204,30,False
Baldwin-Perry,Retail,1.886572769211458,6941669.51,6.149184454638228,11.410382809092336,Marketing,27.7,-3.2,5381.13915503876,839,41650017.06,0,2022,11,4,4,308,44,False
"Fitzpatrick, Berry and Thomas",Fintech,2.2013883300273136,3084297.33,6.652541400487564,41.25460599909847,Engineering,29.0,11.5,669.0449739696312,1001,21590081.31,0,2022,5,26,3,146,21,False
Smith-Martin,Healthcare,1.887689497864976,6829770.18,9.296214694011576,27.12226150721045,Operations,26.5,-3.6,2154.501634069401,1147,61467931.62,0,2021,12,31,4,365,52,False
Martinez Inc,Healthcare,2.355442121572148,11423838.28,6.877317902844343,10.443453458389708,Engineering,15.6,7.6,10199.855607142856,464,91390706.24,0,2023,11,14,1,318,46,False
Eaton-Berger,Fintech,3.1403150892751555,3780977.7,5.189784051292335,-3.0884411540997387,Marketing,26.3,-2.5,-18004.655714285716,611,18904888.5,0,2023,6,20,1,171,25,False
Sosa-Hanson,Retail,2.086839217164918,5010277.23,6.202187022572958,36.77868270039408,Operations,29.9,-1.7,1315.0333937007874,1016,30061663.380000003,0,2022,5,11,2,131,19,False
Mills-Rice,Fintech,6.089931406085901,3999277.95,6.890426481991893,30.303314142844187,Operations,15.4,14.7,1025.4558846153848,569,23995667.700000003,0,2023,8,1,1,213,31,False
Kemp-Wang,Healthcare,2.9351903173828564,817980.2,10.20874554826227,35.89290026657,Sales,9.8,3.9,219.29764075067027,89,8179802.0,0,2024,11,23,5,328,47,True
"King, Baker and Reyes",Fintech,3.046359710507012,7073731.91,10.771082442755652,2.4443411390820944,Operations,16.6,3.9,18615.08397368421,718,77811051.01,0,2023,3,5,6,64,9,True
"Hansen, Moody and Cummings",Tech,0.8832744103417327,6410397.99,10.620603517053633,1.617426690562547,Marketing,19.9,-3.5,23742.21477777778,555,64103979.900000006,0,2023,8,15,1,227,33,False
Wang Inc,Fintech,3.845500880360044,3455728.15,15.847164850019585,3.8725757704354113,Operations,7.1,6.0,6775.937549019608,1179,44924465.95,0,2021,11,29,0,333,48,False
Adams and Sons,Fintech,2.069403418259062,363769.15,6.113913847441879,22.2315319305064,Sales,7.0,-0.7,159.54787280701754,481,2182614.9000000004,0,2023,10,28,5,301,43,True
Thompson Inc,SaaS,3.777886638718484,5722852.24,11.565229134547534,1.9444387771059928,Marketing,18.5,3.1,19733.97324137931,1420,57228522.400000006,0,2021,4,2,4,92,13,False
"Arnold, King and Alvarez",SaaS,2.803316863434945,7895116.46,6.690333399726608,-3.088711410126318,Operations,14.2,11.4,-39475.5823,9,55265815.22,0,2025,2,11,1,42,7,False
"Meyers, Fry and Roach",Tech,1.9422438203308647,1422300.64,8.633699026093964,38.14874896135778,Marketing,19.8,0.4,323.2501454545454,1458,12800705.76,0,2021,2,23,1,54,8,False
Mcfarland-Dixon,Tech,2.250133844961389,400677.43,8.254026790924321,38.84939338623165,Operations,28.2,5.5,108.2911972972973,1683,3205419.44,0,2020,7,13,0,195,29,False
"Frank, Hall and Rogers",Retail,3.500340560140325,1423341.68,9.229742906233865,-1.8550189013141627,Sales,21.3,11.7,-12939.469818181818,1468,14233416.8,0,2021,2,13,5,44,6,True
Hawkins PLC,Healthcare,4.222076935076598,3352074.67,13.41333300680842,20.00379900727932,Engineering,6.1,1.1,1821.7797119565216,1070,43576970.71,1,2022,3,18,4,77,11,False
"Fitzpatrick, Nguyen and Martinez",Healthcare,0.938293906234212,727040.25,5.309742322223279,11.664825011508352,Operations,6.1,2.2,491.2434121621621,1760,4362241.5,0,2020,4,27,0,118,18,False
"Lopez, Thomas and Parks",Retail,3.21738526704889,2924114.48,5.814667369796577,51.87314862487087,Engineering,29.9,11.8,611.7394309623431,1341,17544686.88,0,2021,6,20,6,171,24,True
Daniels-Harris,Fintech,3.1263340665681545,3629770.05,11.27922200718951,0.8435770477618336,Sales,26.9,0.8,20165.389166666664,1718,36297700.5,0,2020,6,8,0,160,24,False
"Fitzgerald, Glenn and Combs",Retail,3.438460763672724,9532071.5,14.415388319458192,-0.8305975500721821,Marketing,16.1,13.9,476603.575,1170,133449001.0,0,2021,12,8,2,342,49,False
Sanchez-Turner,Retail,3.1936788714460955,942924.89,6.909332728918383,6.189400058767677,Marketing,13.4,5.3,1240.6906447368422,13,9429248.9,0,2025,2,7,4,38,6,False
Gray LLC,SaaS,3.8866309005391946,11068713.56,10.919012871809011,20.95716406259217,Engineering,15.5,6.6,5148.238865116279,171,132824562.72,1,2024,9,2,0,246,36,False
Henry-Henry,Retail,1.9126940735623577,5868812.09,8.161788794847249,3.2317914917628867,Engineering,6.3,10.8,15861.654297297297,34,46950496.72,0,2025,1,17,4,17,3,False
Bolton Ltd,Healthcare,2.3763088233866365,3547208.14,6.450803826702677,34.199263023621754,Marketing,9.5,-4.0,1055.7167083333334,1171,24830456.98,0,2021,12,7,1,341,49,False
Hale Group,Fintech,3.479873830723922,4230040.28,11.628382575942677,-0.6758086684104553,Engineering,7.2,-1.2,105751.007,249,42300402.8,0,2024,6,16,6,168,24,True
Franco Ltd,Retail,3.0347494681156872,1091285.26,9.450071433170624,36.28263727319315,Engineering,29.7,-4.7,274.8829370277078,1681,10912852.6,0,2020,7,15,2,197,29,False
Montgomery LLC,SaaS,6.285669186581123,5753947.32,8.12278344069156,-7.114036219266464,Marketing,13.0,10.3,-10274.905928571428,1086,51785525.88,0,2022,3,2,2,61,9,False
King-Heath,Fintech,4.1285955856638425,2520421.26,12.008264648884158,5.251319504615479,Sales,16.2,9.1,3706.501852941176,1786,30245055.12,0,2020,4,1,2,92,14,False
Reese Ltd,Retail,3.366688801095336,563132.67,8.543464340270429,15.205104880268529,Operations,25.6,-0.5,329.3173508771929,1387,4505061.36,0,2021,5,5,2,125,18,False
"Flowers, Brown and Morris",Tech,1.085502963906695,5509577.6,9.72515440722271,33.05187972222647,Engineering,24.2,3.5,1913.0477777777776,249,49586198.4,0,2024,6,16,6,168,24,True
"Cole, Williams and Whitney",Fintech,1.8559786291138256,8639254.99,11.38998420522228,2.6904083012460074,Marketing,29.5,-4.6,23997.93052777778,833,103671059.88,0,2022,11,10,3,314,45,False
Serrano-Edwards,SaaS,0.9760827684481592,5133076.52,6.25976309413128,-7.588698834498007,Marketing,23.0,0.9,-8700.129694915253,175,30798459.12,0,2024,8,29,3,242,35,False
"Franco, Henry and Henderson",Healthcare,2.2348768138168755,9902997.09,12.399904651761492,0.9865770976795252,Operations,6.6,12.2,52121.03731578947,412,128738962.17,0,2024,1,5,4,5,1,False
"Lee, Ward and Smith",Fintech,1.1536668122495266,10436727.26,7.657035345519175,36.66881691153453,Sales,19.5,10.5,2655.655791348601,453,73057090.82,0,2023,11,25,5,329,47,True
"Thomas, Herrera and Levy",Fintech,3.213077640363883,6170538.07,8.537309777793617,11.528988395501308,Operations,14.7,8.3,4674.650053030303,795,49364304.56,0,2022,12,18,6,352,50,True
"Moore, Lawson and Morrow",Retail,2.144098601521295,5199735.47,11.94750344219864,8.523052446025249,Operations,9.8,-4.0,4952.129019047618,1094,62396825.64,0,2022,2,22,1,53,8,False
"Jones, Welch and Shannon",Fintech,0.9893039747213278,443751.62,5.115787752076951,6.19044024804508,Operations,16.8,10.2,625.0022816901409,355,2218758.1,0,2024,3,2,5,62,9,True
Williams LLC,Tech,1.77084018142041,3355873.38,7.1545940642479655,43.01147820374566,Marketing,21.6,4.3,776.8225416666667,1679,23491113.66,0,2020,7,17,4,199,29,False
Cantrell-Willis,Fintech,4.299824080006959,3247466.96,13.99520708600116,-9.619945241714568,Marketing,20.2,13.9,-4639.238514285714,135,38969603.52,0,2024,10,8,1,282,41,False
Gordon LLC,Tech,1.9820206243816147,3725852.11,8.715750274025442,41.85239022905616,Engineering,11.3,11.0,777.8396889352819,1366,37258521.1,0,2021,5,26,2,146,21,False
"Cochran, May and Dixon",Healthcare,2.9865710471041083,8451659.59,9.019737937023148,35.05068220044593,Sales,26.3,10.2,1837.317302173913,259,76064936.31,0,2024,6,6,3,158,23,False
Sullivan PLC,Healthcare,2.9630405100448933,5716688.63,11.510621381554827,-9.859546001852284,Engineering,10.1,-1.7,-6971.571500000001,107,62883574.93,0,2024,11,5,1,310,45,False
Rose LLC,Healthcare,2.3410389764448625,6000057.93,11.532740668960871,-1.1789055965801292,Engineering,19.1,-1.3,-600005.7929999991,695,84000811.02,0,2023,3,28,1,87,13,False
Turner and Sons,Healthcare,3.100648335997492,182620.77,10.23920210540484,47.41891771593759,Sales,26.7,-1.0,37.57629012345679,573,1643586.93,0,2023,7,28,4,209,30,False
"Thompson, Rivera and Jones",Tech,3.59130343197661,4084105.16,5.640502005435712,40.93315465311999,Operations,21.2,-2.1,854.4153054393306,1065,24504630.96,0,2022,3,23,2,82,12,False
Thomas-Bowman,Retail,2.935262649209605,4261313.03,13.864121288484874,7.806763736763919,Operations,22.9,1.3,4955.015151162791,932,55397069.39,0,2022,8,3,2,215,31,False
Bernard-Cox,SaaS,4.000191691903942,1429550.44,5.480973210331481,37.4133453641148,Engineering,20.3,10.5,399.31576536312855,809,10006853.08,0,2022,12,4,6,338,48,True
Fitzpatrick-Butler,Retail,2.203302054923164,4188533.31,14.087123412239256,27.912693369863547,Operations,10.8,-2.8,1629.7794980544747,1592,58639466.34,1,2020,10,12,0,286,42,False
Livingston-Powell,Tech,3.731467690156389,4020869.81,9.437394306631692,41.55917483396585,Operations,18.0,12.8,901.5403161434978,1671,40208698.1,0,2020,7,25,5,207,30,True
Jackson-Robbins,Fintech,3.993787501403406,4059766.41,5.713862430578784,12.31413433031641,Sales,17.8,-4.1,3196.6664645669293,388,24358598.46,0,2024,1,29,0,29,5,False
Cohen PLC,Healthcare,2.2627249255061983,2066287.22,8.832752826636478,5.522425607786919,Engineering,26.4,3.5,3084.010776119403,290,18596584.98,0,2024,5,6,0,127,19,False
"Fitzgerald, Beard and Wheeler",Healthcare,5.937017102982196,2651929.28,21.2012315024671,44.73177089704551,Engineering,19.5,14.9,565.4433432835821,1653,50386656.31999999,1,2020,8,12,2,225,33,False
"Allen, Watson and Vaughn",Tech,3.649648408738551,2315337.83,8.256819469910402,10.31720121451878,Engineering,21.8,1.1,1882.3884796747968,169,20838040.47,0,2024,9,4,2,248,36,False
Carlson-Evans,Retail,3.3974345576997216,4786089.43,9.74424990350226,10.38632429542822,Operations,8.5,1.7,3571.708529850746,1658,43074804.87,0,2020,8,7,4,220,32,False
Dominguez-Green,Tech,2.9429564412147995,9707315.18,16.451915098898258,18.471160056963196,Engineering,18.5,2.1,4758.487833333334,568,155317042.88,1,2023,8,2,2,214,31,False
"Hill, Martinez and Garcia",Healthcare,1.0948375627551108,2297756.23,11.293380151875272,27.26983830691984,Operations,20.9,3.3,738.8283697749196,788,32168587.22,0,2022,12,25,6,359,51,True
Cole-Singh,Healthcare,1.05351716186679,3314433.83,4.376025193248289,8.734735170987479,Sales,29.7,-0.9,2907.398096491228,1781,13257735.32,0,2020,4,6,0,97,15,False
Howard Group,Fintech,1.1823269664266125,7442285.13,7.507139619441404,15.67568008746034,Engineering,22.3,5.6,4864.238647058824,810,59538281.04,0,2022,12,3,5,337,48,True
"Lang, Hernandez and Michael",SaaS,0.989168331309472,7954229.57,11.186975412630586,22.67531788639205,Operations,29.9,9.2,3328.129527196653,1116,79542295.7,0,2022,1,31,0,31,5,False
"Cole, Bailey and Bowen",Fintech,1.6158363463373624,2529399.02,22.422251279719625,29.572572360351955,Operations,23.5,9.6,800.4427278481013,1710,50587980.4,0,2020,6,16,1,168,25,False
"Nguyen, Walker and Doyle",Fintech,2.079897559825338,605697.57,12.226708140070787,42.74983797815291,Marketing,20.6,0.9,144.90372488038275,1371,7268370.84,0,2021,5,21,4,141,20,False
Thomas-Hess,Healthcare,2.033051439155605,2232289.0,2.222414535372247,12.956260458728288,Marketing,15.1,8.7,1583.1836879432624,1122,4464578.0,0,2022,1,25,1,25,4,False
Gates-Taylor,SaaS,2.1274938768185594,7405694.02,11.902946133422288,35.28424273318328,Engineering,29.8,3.2,1793.1462518159806,939,96274022.26,1,2022,7,27,2,208,30,False
"Johnson, Jennings and Smith",SaaS,2.921448737872665,10192732.69,10.706745210765918,3.591135876510087,Engineering,9.8,1.4,19601.409019230767,643,122312792.28,0,2023,5,19,4,139,20,False
"Owens, Jones and Sandoval",SaaS,5.033154008845925,5666066.26,10.385316787399724,10.211793930835714,Marketing,5.7,1.9,5014.21792920354,1543,50994596.34,0,2020,11,30,0,335,49,False
Schultz Ltd,Fintech,5.927701358330667,5131135.29,8.528215255824241,33.644501133266765,Operations,14.3,6.3,1273.2345632754343,476,46180217.61,0,2023,11,2,3,306,44,False
Gardner Inc,Healthcare,3.415537018054457,4505165.75,10.265365339709344,0.0,Engineering,28.4,12.3,45051.6575,1663,45051657.5,0,2020,8,2,6,215,31,True
"Hill, Hall and Powell",Healthcare,1.731386489115795,6499331.96,2.894572092922116,34.34031950554403,Marketing,29.3,-3.5,1710.3505157894738,1312,19497995.88,0,2021,7,19,0,200,29,False
Johnson LLC,Fintech,5.862105532705748,5516022.45,8.60604348512944,36.58811022299737,Marketing,14.8,11.2,1429.021360103627,367,49644202.05,0,2024,2,19,0,50,8,False
Wells-Young,Healthcare,4.169214277548346,1483675.32,10.912182295405488,19.511925069936183,Marketing,27.6,11.2,706.5120571428572,1461,14836753.2,0,2021,2,20,5,51,7,True
Ortiz LLC,Tech,0.7850375100012621,2265878.09,7.120312955475374,24.78668322376874,Operations,17.3,9.6,906.351236,1492,15861146.63,0,2021,1,20,2,20,3,False
"Jackson, Ward and Adams",Tech,2.5099710145137606,6613938.43,11.504529322763506,41.4259712554289,Engineering,7.8,1.8,1466.5051951219511,1162,72753322.72999999,1,2021,12,16,3,350,50,False
Perez PLC,SaaS,4.749424542088747,8734387.44,7.8559974572933875,8.081644602069318,Engineering,24.7,12.4,10156.26446511628,359,78609486.96,0,2024,2,27,1,58,9,False
Herrera LLC,Healthcare,1.7963660354538638,4965161.81,7.337677351426002,10.444497840276458,Engineering,26.2,4.6,3909.576228346456,214,34756132.669999994,0,2024,7,21,6,203,29,True
Thompson and Sons,SaaS,2.4122791256850995,4663749.22,8.348733323158411,13.138085881467132,Marketing,18.0,11.0,3533.1433484848485,512,37309993.76,0,2023,9,27,2,270,39,False
Owen LLC,Tech,2.825162508976242,3945068.22,6.107019461412283,34.26691763277987,Operations,6.5,6.9,898.6487972665149,645,27615477.540000003,0,2023,5,17,2,137,20,False
Richmond-Nguyen,Retail,4.032894071158296,8974364.41,12.53093712535869,27.49832653692903,Operations,10.2,7.1,3216.6180681003584,609,125641101.74,1,2023,6,22,3,173,25,False
"Tucker, Yoder and Peterson",Healthcare,1.9720220454932764,976430.04,12.967650493186508,28.86461997889011,Operations,6.6,10.5,287.18530588235296,1232,13670020.56,0,2021,10,7,3,280,40,False
Gallagher-Levy,Healthcare,3.6059277367974714,5514763.02,12.834944496434682,35.981964816075525,Operations,11.6,6.6,1580.1613237822348,1049,77206682.28,1,2022,4,8,4,98,14,False
Patrick-Liu,Retail,2.878304987789102,9055541.41,7.669465057551388,21.563901774108103,Operations,20.7,-1.1,4332.794933014354,1388,63388789.870000005,0,2021,5,4,1,124,18,False
Roberson LLC,Fintech,5.405447545769856,1362115.38,5.161183232601196,3.1281496486332285,Marketing,15.8,4.4,3322.2326341463413,1337,8172692.279999999,0,2021,6,24,3,175,25,False
"Shelton, Thompson and Rivera",Fintech,1.9829401332013672,925713.34,7.60409720850139,25.50385996596698,Marketing,14.4,10.5,354.6794406130268,1769,6479993.38,0,2020,4,18,5,109,16,True
Davis Group,Healthcare,2.9567196945070173,3421057.22,9.994522387748043,-8.739659951939327,Operations,14.3,13.1,-4751.468361111112,1361,30789514.98,0,2021,5,31,0,151,22,False
Anderson-Harris,Retail,5.87238155645396,5916760.58,13.644533837907655,44.35117019367584,Operations,14.5,5.0,1594.8141725067385,1792,82834648.12,1,2020,3,26,3,86,13,False
Ramsey-Banks,Retail,4.063936778201279,2592607.65,6.582354038207179,-3.8282378578820415,Marketing,18.4,8.2,-8642.0255,133,23333468.85,0,2024,10,10,3,284,41,False
Kramer-Medina,Tech,2.760725931324476,1716583.82,11.316267401947476,43.30475127017106,Operations,26.1,7.9,383.16603125,576,20599005.84,1,2023,7,25,1,206,30,False
Hull Ltd,Fintech,3.805524142399468,3430739.69,10.0874869668301,28.96214756370531,Sales,21.9,9.2,1199.559332167832,719,44599615.97,1,2023,3,4,5,63,9,True
Taylor-Cochran,Healthcare,2.8728492889139625,12982640.27,10.11273765843477,-0.8983902518590834,Engineering,24.5,-0.1,1298264.027,620,142809042.97,0,2023,6,11,6,162,23,True
"Brandt, Griffin and Rogers",Healthcare,4.963746577780315,4142166.88,15.39405226225631,39.5042802817198,Sales,24.6,4.9,879.4409511677283,341,62132503.2,1,2024,3,16,5,76,11,True
"Li, Patrick and Casey",Retail,1.9506683551714592,746815.21,7.293717158518747,44.33731010589287,Engineering,7.0,-2.1,147.8842,1170,6721336.89,0,2021,12,8,2,342,49,False
Klein-Robinson,Tech,0.8753478340744405,4964552.76,6.605273365297711,34.50004502211297,Operations,17.3,10.6,1627.7222163934423,555,34751869.32,0,2023,8,15,1,227,33,False
Blackburn-Smith,Fintech,2.5103796598979904,9069690.66,19.7185447062136,1.7002434794894974,Marketing,9.2,4.7,36278.76264,1708,145115050.56,0,2020,6,18,3,170,25,False
Taylor-Hinton,Retail,5.285793403646638,3189833.33,8.616331367365246,8.292336367973757,Operations,7.7,10.4,3544.259255555556,292,25518666.64,0,2024,5,4,5,125,18,True
Campos PLC,Tech,4.860375636643919,9792146.66,12.713718862315885,20.72814307500582,Engineering,17.0,12.7,4046.3415950413214,1602,127297906.58,1,2020,10,2,4,276,40,False
Castillo-Zimmerman,Tech,3.319852444176532,5441421.35,4.3115479893403,54.32860254222968,Marketing,22.2,0.6,1143.1557457983192,993,21765685.4,0,2022,6,3,4,154,22,False
Matthews LLC,SaaS,2.940209750895498,866705.83,14.22229891864418,13.576810139910537,Operations,20.1,6.4,570.2012039473684,1623,11267175.79,0,2020,9,11,4,255,37,False
Figueroa Group,Tech,1.5661202709901834,5866404.7,10.71104973757849,-3.679397510678257,Operations,16.1,13.9,-16295.568611111114,496,64530451.7,0,2023,10,13,4,286,41,False
Schmidt-Powell,Tech,1.0835171324842343,7645989.22,11.571779044017916,39.46648617817732,Engineering,10.7,13.9,1846.857299516908,835,84105881.42,0,2022,11,8,1,312,45,False
